-1.079978,-1.028944,-0.195390,-0.098462,-0.492760,0.210753,-0.288306,-1.171606,0.037008,1.#QNAN0,1.#QNAN0,
1.946653,-1.050924,0.735162,0.731712,1.155086,-0.911915,0.850317,2.026191,-2.062387,1.#QNAN0,1.#QNAN0,
0.774617,2.491415,0.483449,0.404286,-0.264612,-0.926305,0.209922,-0.450540,-2.075640,1.#QNAN0,1.#QNAN0,
1.175004,2.662094,2.972744,0.758720,-1.632759,0.686172,0.969035,-3.517540,0.846967,1.#QNAN0,1.#QNAN0,
-1.950500,-1.411725,-1.143965,0.712494,0.278760,1.115418,1.587015,0.096745,2.117098,1.#QNAN0,1.#QNAN0,
-1.611361,2.489059,-0.077738,1.131207,1.116736,2.074880,2.014595,1.667627,3.693417,1.#QNAN0,1.#QNAN0,
0.154430,-0.369638,-3.199612,1.325423,0.149200,-3.670200,2.791194,0.209147,-7.438072,1.#QNAN0,1.#QNAN0,
-2.182207,2.064594,1.619526,0.413067,-2.155443,0.039895,-0.026989,-4.644215,-0.020364,1.#QNAN0,1.#QNAN0,
2.461812,2.906511,-1.450168,0.129362,0.252378,0.062190,-0.052445,0.188076,-0.219460,1.#QNAN0,1.#QNAN0,
5.566861,-2.951282,-2.924213,2.420262,0.334479,-0.652979,4.343058,0.339586,-1.706172,1.#QNAN0,1.#QNAN0,
0.920503,0.073761,-2.372085,-0.108118,0.864894,0.401368,-0.949178,1.291499,0.604048,1.#QNAN0,1.#QNAN0,
1.335163,2.621665,-2.716237,-0.899779,0.465462,-0.673611,-2.262843,0.686340,-1.772844,1.#QNAN0,1.#QNAN0,
-0.005850,0.078913,-2.671879,0.372725,0.173025,-1.928939,0.197372,0.227427,-4.099292,1.#QNAN0,1.#QNAN0,
1.327190,2.691609,0.353780,-0.933946,-0.749214,0.799218,-2.339329,-1.549517,1.274616,1.#QNAN0,1.#QNAN0,
2.589101,-2.952812,1.731959,-0.036257,-2.416313,0.070729,0.050503,-4.831559,0.022287,1.#QNAN0,1.#QNAN0,
1.132234,1.940557,8.160645,1.284360,0.339408,3.496017,2.626108,0.456461,6.685549,1.#QNAN0,1.#QNAN0,
-0.495695,-3.138197,-0.732365,0.062693,1.230367,0.250174,0.025620,1.870598,0.124594,1.#QNAN0,1.#QNAN0,
1.015824,0.713837,1.359242,0.086340,-0.617444,0.363300,-0.036726,-1.584380,0.213947,1.#QNAN0,1.#QNAN0,
1.467247,2.417162,-4.164516,1.992237,0.144685,-2.956160,3.700331,-0.015123,-6.293237,1.#QNAN0,1.#QNAN0,
0.618429,-0.022192,3.086823,1.540119,0.724529,0.073302,2.276448,0.985721,-0.089377,1.#QNAN0,1.#QNAN0,
-2.205237,-0.431377,5.018631,-1.086929,0.185188,3.403942,-2.407047,0.294821,6.227347,1.#QNAN0,1.#QNAN0,
-3.041473,0.379722,-0.592579,0.636132,-0.852048,-0.931651,0.538104,-1.599321,-2.054180,1.#QNAN0,1.#QNAN0,
0.946409,0.287902,1.447964,1.257540,-1.078567,0.612390,2.102307,-2.583390,0.750579,1.#QNAN0,1.#QNAN0,
1.547680,0.675430,-2.821589,0.531201,-1.672172,-0.170198,0.433694,-3.454945,-0.671913,1.#QNAN0,1.#QNAN0,
2.051353,-1.237964,2.339719,0.560738,0.199612,-2.378584,0.460859,0.389417,-5.035334,1.#QNAN0,1.#QNAN0,
3.443718,1.453544,2.876021,2.103486,-0.021667,-1.484344,3.803087,-0.796673,-3.088467,1.#QNAN0,1.#QNAN0,
-0.565933,2.888841,-2.183110,1.229045,-0.887599,1.465835,2.153080,-1.858492,2.506928,1.#QNAN0,1.#QNAN0,
-0.762928,-0.160855,2.378800,0.199373,0.240389,1.682950,0.351617,-0.073326,3.122467,1.#QNAN0,1.#QNAN0,
