-1.080667,-1.031409,-0.196020,-0.098676,-0.493528,0.210557,-0.288306,-1.171606,0.037008,1.#QNAN0,1.#QNAN0,
1.947014,-1.048275,0.731663,0.731825,1.155911,-0.913005,0.850317,2.026191,-2.062387,1.#QNAN0,1.#QNAN0,
0.773935,2.490763,0.479416,0.404074,-0.264816,-0.927561,0.209922,-0.450540,-2.075640,1.#QNAN0,1.#QNAN0,
1.175724,2.655642,2.973294,0.758944,-1.634768,0.686343,0.969035,-3.517540,0.846967,1.#QNAN0,1.#QNAN0,
-1.947361,-1.412378,-1.140370,0.713472,0.278556,1.116537,1.587015,0.096745,2.117098,1.#QNAN0,1.#QNAN0,
-1.608453,2.490872,-0.072411,1.132113,1.117301,2.076539,2.014595,1.667627,3.693417,1.#QNAN0,1.#QNAN0,
0.160006,-0.369410,-3.213947,1.327160,0.149271,-3.674664,2.791194,0.209147,-7.438072,1.#QNAN0,1.#QNAN0,
-2.183427,2.057692,1.619359,0.412687,-2.157593,0.039843,-0.026989,-4.644215,-0.020364,1.#QNAN0,1.#QNAN0,
2.461237,2.906308,-1.451060,0.129183,0.252315,0.061912,-0.052445,0.188076,-0.219460,1.#QNAN0,1.#QNAN0,
5.572852,-2.951266,-2.927495,2.422128,0.334484,-0.654001,4.343058,0.339586,-1.706172,1.#QNAN0,1.#QNAN0,
0.918315,0.074871,-2.371557,-0.108800,0.865239,0.401533,-0.949178,1.291499,0.604048,1.#QNAN0,1.#QNAN0,
1.330785,2.622375,-2.719767,-0.901142,0.465683,-0.674710,-2.262843,0.686340,-1.772844,1.#QNAN0,1.#QNAN0,
-0.006403,0.079085,-2.678723,0.372553,0.173078,-1.931070,0.197372,0.227427,-4.099292,1.#QNAN0,1.#QNAN0,
1.322567,2.688977,0.355344,-0.935386,-0.750034,0.799705,-2.339329,-1.549517,1.274616,1.#QNAN0,1.#QNAN0,
2.589427,-2.961893,1.731777,-0.036156,-2.419141,0.070672,0.050503,-4.831559,0.022287,1.#QNAN0,1.#QNAN0,
1.137050,1.940977,8.172091,1.285859,0.339539,3.499582,2.626108,0.456461,6.685549,1.#QNAN0,1.#QNAN0,
-0.495815,-3.136126,-0.732772,0.062655,1.231012,0.250048,0.025620,1.870598,0.124594,1.#QNAN0,1.#QNAN0,
1.015416,0.710632,1.358747,0.086213,-0.618442,0.363146,-0.036726,-1.584380,0.213947,1.#QNAN0,1.#QNAN0,
1.472701,2.416652,-4.175170,1.993935,0.144526,-2.959477,3.700331,-0.015123,-6.293237,1.#QNAN0,1.#QNAN0,
0.620296,-0.021531,3.086411,1.540701,0.724735,0.073174,2.276448,0.985721,-0.089377,1.#QNAN0,1.#QNAN0,
-2.209896,-0.430991,5.028595,-1.088379,0.185308,3.407045,-2.407047,0.294821,6.227347,1.#QNAN0,1.#QNAN0,
-3.041809,0.377165,-0.596420,0.636028,-0.852845,-0.932847,0.538104,-1.599321,-2.054180,1.#QNAN0,1.#QNAN0,
0.948865,0.283528,1.448365,1.258305,-1.079929,0.612515,2.102307,-2.583390,0.750579,1.#QNAN0,1.#QNAN0,
1.547382,0.669987,-2.823121,0.531108,-1.673867,-0.170675,0.433694,-3.454945,-0.671913,1.#QNAN0,1.#QNAN0,
2.051027,-1.237345,2.331050,0.560637,0.199805,-2.381284,0.460859,0.389417,-5.035334,1.#QNAN0,1.#QNAN0,
3.447917,1.451631,2.872060,2.104793,-0.022263,-1.485577,3.803087,-0.796673,-3.088467,1.#QNAN0,1.#QNAN0,
-0.562673,2.885416,-2.179437,1.230060,-0.888665,1.466979,2.153080,-1.858492,2.506928,1.#QNAN0,1.#QNAN0,
-0.762421,-0.161900,2.383597,0.199531,0.240064,1.684443,0.351617,-0.073326,3.122467,1.#QNAN0,1.#QNAN0,
0.164037,1.139420,0.537328,1.303306,0.707804,-1.676767,2.738601,1.349755,-3.266711,1.#QNAN0,1.#QNAN0,
-1.769806,-0.603015,2.145062,0.814853,1.219769,0.856682,1.320476,2.145622,1.289673,1.#QNAN0,1.#QNAN0,
2.477365,-2.243775,1.212188,0.128119,-0.972185,0.290734,-0.055932,-2.134925,0.097533,1.#QNAN0,1.#QNAN0,
0.484346,-0.694891,2.906248,-0.594111,0.972657,1.722477,-1.031933,1.599083,3.154619,1.#QNAN0,1.#QNAN0,
-2.095685,1.290856,-0.219301,0.029964,0.417539,0.157404,-0.406114,0.691544,-0.095352,1.#QNAN0,1.#QNAN0,
1.649754,-2.800523,2.498978,-0.075177,0.629626,-1.288676,-0.929214,0.998402,-2.571933,1.#QNAN0,1.#QNAN0,
0.823035,-2.799201,-2.841867,0.009002,0.812617,0.838738,-0.195143,0.924137,1.620853,1.#QNAN0,1.#QNAN0,
-0.612942,-2.571461,1.103034,0.580828,-0.459030,-1.894196,1.190300,-1.447388,-3.816375,1.#QNAN0,1.#QNAN0,
0.030681,-1.573235,2.980245,0.600424,1.166091,1.475626,1.184100,2.098367,2.586703,1.#QNAN0,1.#QNAN0,
-1.489255,-0.348858,3.047937,-0.205504,1.126579,-0.475005,-0.496113,1.916854,-1.287210,1.#QNAN0,1.#QNAN0,
