-0.377897,-0.205609,1.049023,-0.477184,-0.187092,1.529944,-3.687499,-1.241471,0.177345,374.840820,0.346125,
0.368966,-0.051660,0.280570,0.057979,0.083078,-0.495131,-2.909816,0.230524,-6.638672,374.584432,0.313114,
0.430857,-0.536641,0.418761,0.398395,-0.188916,0.338103,0.053681,0.444683,0.322862,375.414943,0.410161,
0.391616,-0.073955,0.740586,0.622921,-0.019395,-0.121704,2.720762,-0.264756,-7.112557,374.567029,0.307663,
-0.602750,0.230623,0.404112,0.042861,0.298601,1.173147,1.397315,0.277846,6.979943,374.675337,0.264941,
-0.142492,0.402503,0.966470,-0.091775,0.620979,1.105709,-0.730542,4.090715,0.394160,374.776543,0.497785,
-0.685512,-0.395432,0.526455,-0.302664,-0.292776,1.036331,0.019100,-0.024174,3.373452,374.995996,0.324264,
0.652506,0.073596,0.070674,-0.019180,0.161127,-0.272556,-4.414820,0.397927,-1.948665,374.742112,0.301061,
-0.005273,0.000527,0.719550,0.080804,0.086372,0.750489,-0.047131,-0.000226,0.145973,375.537575,0.690701,
0.239653,0.018175,0.629316,0.319181,0.097406,0.037679,1.015577,0.061909,-6.206800,374.575717,0.402629,
0.512186,0.164661,0.138539,-0.017424,0.182878,-0.490171,-4.015986,-0.073020,-3.634705,374.702459,0.306718,
0.263211,-0.125775,0.656867,0.363885,-0.055812,0.025371,1.274391,-0.506272,-6.042757,374.594419,0.380469,
0.312465,-0.259821,0.344934,0.171642,0.027520,-0.212126,-1.449893,1.060622,-4.926027,374.679709,0.356469,
0.249261,-0.354042,0.478898,0.235713,-0.092347,0.091051,-0.224029,0.435323,-3.275577,374.819427,0.398714,
-0.632028,-0.459166,0.358478,-0.260370,-0.343994,0.611652,0.457707,-0.749210,1.647675,375.192425,0.373551,
-0.587519,-0.159981,0.893615,-0.544369,-0.032807,1.880551,-3.836094,0.365700,4.160331,374.837845,0.243569,
-0.358951,0.424548,0.955516,-0.314931,0.563952,1.259467,-1.270970,2.182719,0.784427,375.065837,0.394283,
-0.221616,0.072248,1.133625,-0.316179,0.182973,1.221018,-2.908862,0.813530,-1.397194,374.793465,0.461573,
-0.109390,-0.029404,0.915592,-0.081778,0.032502,1.040936,-1.462351,-0.384547,1.288131,375.125180,0.535509,
0.599479,0.216192,0.119814,0.056566,0.275549,-0.576860,-3.634056,0.627590,-2.823002,374.779167,0.289559,
-0.133096,-0.479755,1.073240,-0.086271,-0.654622,1.032544,-0.277486,-4.554426,-0.032342,374.715999,0.478128,
0.654620,-0.619618,0.278354,0.628715,-0.419591,0.213464,0.864716,-1.204464,1.894776,375.130904,0.443766,
0.137602,0.213610,0.799408,0.247114,0.348255,0.498690,1.166224,1.984005,-2.186123,374.777407,0.553343,
0.438156,-0.260208,0.316359,0.223158,-0.043040,-0.535419,-1.972357,0.520288,-5.625125,374.668169,0.308410,
0.512738,-0.456489,0.360662,0.403533,-0.208794,-0.091216,-0.476854,0.092494,-1.800567,375.049981,0.373621,
0.099655,0.540475,0.208881,0.154739,0.030312,0.117576,0.059059,-3.875403,0.085109,374.775790,0.371761,
-0.043872,-0.314114,0.872586,0.026968,-0.324839,0.955928,-0.334564,-3.418708,0.403157,374.829499,0.536551,
-0.368252,0.378553,0.669338,-0.145012,0.338252,1.212375,-0.766818,0.821463,3.491044,374.964956,0.357215,
-0.650751,-0.412952,-0.185968,-0.157863,-0.378265,-0.350349,1.317012,-1.483838,-1.619260,375.016236,0.348639,
-0.027191,-0.023241,0.880627,0.042728,0.041750,0.952958,-0.356651,-0.305096,0.406593,375.423275,0.660192,
-0.015048,-0.156465,0.999446,0.050199,-0.167607,1.019723,-0.203170,-2.215355,0.066793,374.935105,0.606299,
-0.695767,0.053193,0.981009,-0.715495,0.089812,2.013836,-4.205228,-0.368131,2.034699,374.922839,0.225371,
0.239527,-0.244587,0.661806,0.319097,-0.171141,0.186614,0.972431,-1.008453,-4.463709,374.685945,0.396836,
0.551201,-0.052913,0.029150,-0.094796,0.035845,-0.037692,-4.899881,-0.066721,-0.866107,374.710197,0.331860,
-0.133026,0.476739,0.112960,0.031453,-0.063838,0.150777,0.255359,-4.306181,0.178351,374.751415,0.356835,
-0.427959,0.352430,0.208602,0.084806,0.223044,0.485780,1.937722,-0.997756,2.746364,374.876619,0.351324,
-0.513613,-0.128524,1.047018,-0.673405,-0.055442,1.726127,-4.628025,-0.080172,0.313417,374.822187,0.278278,
-0.374859,0.042286,0.998729,-0.488711,0.121495,1.620940,-4.386094,0.268939,1.565826,374.814954,0.317793,
-0.018093,-0.071153,1.124489,0.036801,-0.054662,1.082546,-0.262697,-1.029206,-0.112531,375.070416,0.643261,
0.360590,-0.330072,0.384076,0.247498,-0.056920,-0.175352,-0.976019,0.798977,-4.426716,374.731076,0.351429,
-0.530683,0.542416,0.654799,-0.294946,0.481854,0.854838,0.086775,-0.028615,-0.438200,375.305988,0.406720,
-0.381794,-0.428896,0.919813,-0.318690,-0.394611,1.189917,-1.200274,-1.840878,1.029353,375.110056,0.403294,
-0.513271,0.046313,0.520261,0.061005,0.104181,1.600633,0.200417,-0.000824,9.893879,374.565003,0.237386,
0.444414,0.052806,0.204046,0.011748,0.101290,-0.732589,-3.889429,-0.148793,-5.625087,374.631254,0.288975,
-0.538184,-0.320738,0.576363,-0.188324,-0.159799,1.248349,-0.384405,0.022008,5.685972,374.766581,0.295361,
-0.111899,0.052685,0.951245,-0.094216,0.143325,1.053955,-1.542703,0.696271,0.982105,375.114757,0.545313,
-0.254136,0.537586,0.881172,-0.151888,0.683037,0.961878,0.086371,3.151431,-0.098134,374.920730,0.465430,
-0.021798,0.599602,0.302799,0.062058,0.131529,0.229726,-0.045991,-3.007611,-0.116859,374.860794,0.372411,
-0.056027,0.534969,0.175107,0.046630,-0.031000,0.122420,-0.025188,-4.267477,-0.029042,374.754607,0.352135,
0.594880,-0.143121,0.207485,0.136082,-0.052540,-0.955878,-3.565346,-0.348824,-5.316698,374.704577,0.239956,
-0.100789,-0.094363,1.199141,-0.109639,-0.103231,1.098943,-1.288776,-1.201902,-1.196549,374.865917,0.567372,
-0.429705,-0.172884,1.230695,-0.663846,-0.182076,1.206827,-3.598768,-0.617743,-4.188981,374.622733,0.353576,
0.367872,0.216710,0.276958,0.100986,0.130377,-0.296235,-2.383436,-0.913962,-5.280075,374.632282,0.356184,
0.322928,-0.290108,0.434942,0.237193,-0.051988,-0.106183,-0.691978,0.568333,-5.118371,374.680394,0.349033,
-0.109195,0.464183,0.495288,0.027090,0.245985,0.613476,0.028326,-0.449613,0.583704,375.348478,0.454219,
-0.532695,-0.238292,1.156772,-0.704710,-0.177390,1.526753,-3.618502,0.043076,-2.232190,374.757382,0.313115,
0.376926,-0.336590,0.608334,0.413383,-0.226869,-0.016911,0.607591,-0.460195,-4.673398,374.722134,0.337845,
-0.058953,-0.436355,0.848426,0.018740,-0.456142,0.895366,-0.192546,-3.877671,0.271203,374.793823,0.513471,
0.330074,-0.298819,0.420093,0.238263,-0.053944,-0.136781,-0.790044,0.653490,-4.966477,374.690653,0.351160,
-0.100225,-0.217225,0.881379,-0.048396,-0.216519,1.035980,-1.023430,-2.504459,1.164936,374.932177,0.518162,
-0.215743,0.229378,1.076373,-0.261003,0.409734,1.266813,-2.323641,2.513425,-0.293559,374.828203,0.456018,
