time T_d d2 
18.038106 282.0 1.1 
18.088918 282.0 1.1 
18.13973 282.0 1.1 
18.190542 282.0 1.1 
18.241354 282.0 1.1 
18.292166 282.0 1.1 
18.342978 282.0 1.1 
18.39379 282.0 1.1 
18.444602 282.0 1.1 
18.495412 282.0 1.1 
18.546224 282.0 1.1 
18.597036 282.0 1.1 
18.647848 282.0 1.1 
18.69866 282.0 1.1 
18.749472 282.0 1.1 
18.800284 282.0 1.1 
18.851096 282.0 1.1 
18.901906 282.0 1.1 
18.952718 282.0 1.1 
19.00353 282.0 1.1 
19.054342 282.0 1.1 
19.105154 282.0 1.1 
19.155966 282.0 1.1 
19.206778 282.0 1.1 
19.25759 282.0 1.1 
19.308402 282.0 1.1 
19.359212 282.0 1.1 
19.410024 282.0 1.1 
19.460836 282.0 1.1 
19.511648 282.0 1.1 
19.56246 282.0 1.1 
19.613272 282.0 1.1 
19.664084 282.0 1.1 
19.714896 282.0 1.1 
19.765708 282.0 1.1 
19.816518 282.0 1.1 
19.86733 282.0 1.1 
19.918142 282.0 1.1 
19.968954 282.0 1.1 
20.019766 282.0 1.1 
20.070578 282.0 1.1 
20.12139 282.0 1.1 
20.172202 282.0 1.1 
20.223012 282.0 1.1 
20.273824 282.0 1.1 
20.324636 282.0 1.1 
20.375448 282.0 1.1 
20.42626 282.0 1.1 
20.477072 282.0 1.1 
20.527884 282.0 1.1 
20.578696 282.0 1.1 
20.629508 282.0 1.1 
20.680318 282.0 1.1 
20.73113 282.0 1.1 
20.781942 282.0 1.1 
20.832754 282.0 1.1 
20.883566 282.0 1.1 
20.934378 282.0 1.1 
20.98519 282.0 1.1 
21.036002 282.0 1.1 
21.086812 282.0 1.1 
21.137624 282.0 1.1 
21.188436 282.0 1.1 
21.239248 282.0 1.1 
21.29006 282.0 1.1 
21.340872 282.0 1.1 
21.391684 282.0 1.1 
21.442496 282.0 1.1 
21.493308 282.0 1.1 
21.544118 282.0 1.1 
21.59493 282.0 1.1 
21.645742 282.0 1.1 
21.696554 282.0 1.1 
21.747366 282.0 1.1 
21.798178 282.0 1.1 
21.84899 282.0 1.1 
21.899802 282.0 1.1 
21.950614 282.0 1.1 
22.001424 282.0 1.1 
22.052236 282.0 1.1 
22.103048 282.0 1.1 
22.15386 282.0 1.1 
22.204672 282.0 1.1 
22.255484 282.0 1.1 
22.306296 282.0 1.1 
22.357108 282.0 1.1 
22.407918 282.0 1.1 
22.45873 282.0 1.1 
22.509542 282.0 1.1 
22.560354 282.0 1.1 
22.611166 282.0 1.1 
22.661978 282.0 1.1 
22.71279 282.0 1.1 
22.763602 282.0 1.1 
22.814414 282.0 1.1 
22.865224 282.0 1.1 
22.916036 282.0 1.1 
22.966848 282.0 1.1 
23.01766 282.0 1.1 
23.068472 282.0 1.1 
23.119284 282.0 1.1 
23.170096 282.0 1.1 
23.220908 282.0 1.1 
23.271718 282.0 1.1 
23.32253 282.0 1.1 
23.373342 282.0 1.1 
23.424154 282.0 1.1 
23.474966 282.0 1.1 
23.525778 282.0 1.1 
23.57659 282.0 1.1 
23.627402 282.0 1.1 
23.678214 282.0 1.1 
23.729024 282.0 1.1 
23.779836 282.0 1.1 
23.830648 282.0 1.1 
23.88146 282.0 1.1 
23.932272 282.0 1.1 
23.983084 282.0 1.1 
24.033896 282.0 1.1 
24.084708 282.0 1.1 
24.13552 282.0 1.1 
24.18633 282.0 1.1 
24.237142 282.0 1.1 
24.287954 282.0 1.1 
24.338766 282.0 1.1 
24.389578 282.0 1.1 
24.44039 282.0 1.1 
24.491202 282.0 1.1 
24.542014 282.0 1.1 
24.592824 282.0 1.1 
24.643636 282.0 1.1 
24.694448 282.0 1.1 
24.74526 282.0 1.1 
24.796072 282.0 1.1 
24.846884 282.0 1.1 
24.897696 282.0 1.1 
24.948508 282.0 1.1 
24.99932 282.0 1.1 
25.05013 282.0 1.1 
25.100942 282.0 1.1 
25.151754 282.0 1.1 
25.202566 282.0 1.1 
25.253378 282.0 1.1 
25.30419 282.0 1.1 
25.355002 282.0 1.1 
25.405814 282.0 1.1 
25.456624 282.0 1.1 
25.507436 282.0 1.1 
25.558248 282.0 1.1 
25.60906 282.0 1.1 
25.659872 282.0 1.1 
25.710684 282.0 1.1 
25.761496 282.0 1.1 
25.812308 282.0 1.1 
25.86312 282.0 1.1 
25.91393 282.0 1.1 
25.964742 282.0 1.1 
26.015554 282.0 1.1 
26.066366 282.0 1.1 
26.117178 282.0 1.1 
26.16799 282.0 1.1 
26.218802 282.0 1.1 
26.269614 282.0 1.1 
26.320426 282.0 1.1 
26.371236 282.0 1.1 
26.422048 282.0 1.1 
26.47286 282.0 1.1 
26.523672 282.0 1.1 
26.574484 282.0 1.1 
26.625296 282.0 1.1 
26.676108 282.0 1.1 
26.72692 282.0 1.1 
26.77773 282.0 1.1 
26.828542 282.0 1.1 
26.879354 282.0 1.1 
26.930166 282.0 1.1 
26.980978 282.0 1.1 
27.03179 282.0 1.1 
27.082602 282.0 1.1 
27.133414 282.0 1.1 
27.184226 282.0 1.1 
27.235036 282.0 1.1 
27.285848 282.0 1.1 
27.33666 282.0 1.1 
27.387472 282.0 1.1 
27.438284 282.0 1.1 
27.489096 282.0 1.1 
27.539908 282.0 1.1 
27.59072 282.0 1.1 
27.64153 282.0 1.1 
27.692342 282.0 1.1 
27.743154 282.0 1.1 
27.793966 282.0 1.1 
27.844778 282.0 1.1 
27.89559 282.0 1.1 
27.946402 282.0 1.1 
27.997214 282.0 1.1 
28.048026 282.0 1.1 
28.098836 282.0 1.1 
28.149648 282.0 1.1 
28.20046 282.0 1.1 
28.251272 282.0 1.1 
28.302084 282.0 1.1 
28.352896 282.0 1.1 
28.403708 282.0 1.1 
28.45452 282.0 1.1 
28.505332 282.0 1.1 
28.556142 282.0 1.1 
28.606954 282.0 1.1 
28.657766 282.0 1.1 
28.708578 282.0 1.1 
28.75939 282.0 1.1 
28.810202 282.0 1.1 
28.861014 282.0 1.1 
28.911826 282.0 1.1 
28.962636 282.0 1.1 
29.013448 282.0 1.1 
29.06426 282.0 1.1 
29.115072 282.0 1.1 
29.165884 282.0 1.1 
29.216696 282.0 1.1 
29.267508 282.0 1.1 
29.31832 282.0 1.1 
29.369132 282.0 1.1 
29.419942 282.0 1.1 
29.470754 282.0 1.1 
29.521566 282.0 1.1 
29.572378 282.0 1.1 
29.62319 282.0 1.1 
29.674002 282.0 1.1 
29.724814 282.0 1.1 
29.775626 282.0 1.1 
29.826436 282.0 1.1 
29.877248 282.0 1.1 
29.92806 282.0 1.1 
29.978872 282.0 1.1 
30.029684 282.0 1.1 
30.080496 282.0 1.1 
30.131308 282.0 1.1 
30.18212 282.0 1.1 
30.232932 282.0 1.1 
30.283742 282.0 1.1 
30.334554 282.0 1.1 
30.385366 282.0 1.1 
30.436178 282.0 1.1 
30.48699 282.0 1.1 
30.537802 282.0 1.1 
30.588614 282.0 1.1 
30.639426 282.0 1.1 
30.690238 282.0 1.1 
30.741048 282.0 1.1 
30.79186 282.0 1.1 
30.842672 282.0 1.1 
30.893484 282.0 1.1 
30.944296 282.0 1.1 
30.995108 282.0 1.1 
31.04592 282.0 1.1 
31.096732 282.0 1.1 
31.147542 282.0 1.1 
31.198354 282.0 1.1 
31.249166 282.0 1.1 
31.299978 282.0 1.1 
31.35079 282.0 1.1 
31.401602 282.0 1.1 
31.452414 282.0 1.1 
31.503226 282.0 1.1 
31.554038 282.0 1.1 
31.604848 282.0 1.1 
31.65566 282.0 1.1 
31.706472 282.0 1.1 
31.757284 282.0 1.1 
31.808096 282.0 1.1 
31.858908 282.0 1.1 
31.90972 282.0 1.1 
31.960532 282.0 1.1 
32.011342 282.0 1.1 
32.062152 282.0 1.1 
32.112964 282.0 1.1 
32.163776 282.0 1.1 
32.214588 282.0 1.1 
32.2654 282.0 1.1 
32.316212 282.0 1.1 
32.367024 282.0 1.1 
32.417836 282.0 1.1 
32.468648 282.0 1.1 
32.519458 282.0 1.1 
32.57027 282.0 1.1 
32.621082 282.0 1.1 
32.671894 282.0 1.1 
32.722706 282.0 1.1 
32.773518 282.0 1.1 
32.82433 282.0 1.1 
32.875142 282.0 1.1 
32.925952 282.0 1.1 
32.976764 282.0 1.1 
33.027576 282.0 1.1 
33.078388 282.0 1.1 
33.1292 282.0 1.1 
33.180012 282.0 1.1 
33.230824 282.0 1.1 
33.281636 282.0 1.1 
33.332448 282.0 1.1 
33.383258 282.0 1.1 
33.43407 282.0 1.1 
33.484882 282.0 1.1 
33.535694 282.0 1.1 
33.586504 282.0 1.1 
33.637316 282.0 1.1 
33.688128 282.0 1.1 
33.73894 282.0 1.1 
33.789752 282.0 1.1 
33.840564 282.0 1.1 
33.891376 282.0 1.1 
33.942188 282.0 1.1 
33.993 282.0 1.1 
34.043812 282.0 1.1 
34.094624 282.0 1.1 
34.145436 282.0 1.1 
34.196248 282.0 1.1 
34.24706 282.0 1.1 
34.297872 282.0 1.1 
34.348684 282.0 1.1 
34.399496 282.0 1.1 
34.450304 282.0 1.1 
34.501116 282.0 1.1 
34.551928 282.0 1.1 
34.60274 282.0 1.1 
34.653552 282.0 1.1 
34.704364 282.0 1.1 
34.755176 282.0 1.1 
34.805988 282.0 1.1 
34.8568 282.0 1.1 
34.907612 282.0 1.1 
34.958424 282.0 1.1 
35.009236 282.0 1.1 
35.060048 282.0 1.1 
35.11086 282.0 1.1 
35.161672 282.0 1.1 
35.212484 282.0 1.1 
35.263296 282.0 1.1 
35.314104 282.0 1.1 
35.364916 282.0 1.1 
35.415728 282.0 1.1 
35.46654 282.0 1.1 
35.517352 282.0 1.1 
35.568164 282.0 1.1 
35.618976 282.0 1.1 
35.669788 282.0 1.1 
35.7206 282.0 1.1 
35.771412 282.0 1.1 
35.822224 282.0 1.1 
35.873036 282.0 1.1 
35.923848 282.0 1.1 
35.97466 282.0 1.1 
36.025472 282.0 1.1 
36.076284 282.0 1.1 
36.127096 282.0 1.1 
36.177908 282.0 1.1 
36.228716 282.0 1.1 
36.279528 282.0 1.1 
36.33034 282.0 1.1 
36.381152 282.0 1.1 
36.431964 282.0 1.1 
36.482776 282.0 1.1 
36.533588 282.0 1.1 
36.5844 282.0 1.1 
36.635212 282.0 1.1 
36.686024 282.0 1.1 
36.736836 282.0 1.1 
36.787648 282.0 1.1 
36.83846 282.0 1.1 
36.889272 282.0 1.1 
36.940084 282.0 1.1 
36.990896 282.0 1.1 
37.041708 282.0 1.1 
37.092516 282.0 1.1 
37.143328 282.0 1.1 
37.19414 282.0 1.1 
37.244952 282.0 1.1 
37.295764 282.0 1.1 
37.346576 282.0 1.1 
37.397388 282.0 1.1 
37.4482 282.0 1.1 
37.499012 282.0 1.1 
37.549824 282.0 1.1 
37.600636 282.0 1.1 
37.651448 282.0 1.1 
37.70226 282.0 1.1 
37.753072 282.0 1.1 
37.803884 282.0 1.1 
37.854696 282.0 1.1 
37.905508 282.0 1.1 
37.956316 282.0 1.1 
38.007128 282.0 1.1 
38.05794 282.0 1.1 
38.108752 282.0 1.1 
38.159564 282.0 1.1 
38.210376 282.0 1.1 
38.261188 282.0 1.1 
38.312 282.0 1.1 
38.362812 282.0 1.1 
38.413624 282.0 1.1 
38.464436 282.0 1.1 
38.515248 282.0 1.1 
38.56606 282.0 1.1 
38.616872 282.0 1.1 
38.667684 282.0 1.1 
38.718496 282.0 1.1 
38.769308 282.0 1.1 
38.820116 282.0 1.1 
38.870928 282.0 1.1 
38.92174 282.0 1.1 
38.972552 282.0 1.1 
39.023364 282.0 1.1 
39.074176 282.0 1.1 
39.124988 282.0 1.1 
39.1758 282.0 1.1 
39.226612 282.0 1.1 
39.277424 282.0 1.1 
39.328236 282.0 1.1 
39.379048 282.0 1.1 
39.42986 282.0 1.1 
39.480672 282.0 1.1 
39.531484 282.0 1.1 
39.582296 282.0 1.1 
39.633108 282.0 1.1 
39.683916 282.0 1.1 
39.734728 282.0 1.1 
39.78554 282.0 1.1 
39.836352 282.0 1.1 
39.887164 282.0 1.1 
39.937976 282.0 1.1 
39.988788 282.0 1.1 
40.0396 282.0 1.1 
40.090412 282.0 1.1 
40.141224 282.0 1.1 
40.192036 282.0 1.1 
40.242848 282.0 1.1 
40.29366 282.0 1.1 
40.344472 282.0 1.1 
40.395284 282.0 1.1 
40.446096 282.0 1.1 
40.496908 282.0 1.1 
40.54772 282.0 1.1 
40.598528 282.0 1.1 
40.64934 282.0 1.1 
40.700152 282.0 1.1 
40.750964 282.0 1.1 
40.801776 282.0 1.1 
40.852588 282.0 1.1 
40.9034 282.0 1.1 
40.954212 282.0 1.1 
41.005024 282.0 1.1 
41.055836 282.0 1.1 
41.106648 282.0 1.1 
41.15746 282.0 1.1 
41.208272 282.0 1.1 
41.259084 282.0 1.1 
41.309896 282.0 1.1 
41.360708 282.0 1.1 
41.41152 282.0 1.1 
41.462328 282.0 1.1 
41.51314 282.0 1.1 
41.563952 282.0 1.1 
41.614764 282.0 1.1 
41.665576 282.0 1.1 
41.716388 282.0 1.1 
41.7672 282.0 1.1 
41.818012 282.0 1.1 
41.868824 282.0 1.1 
41.919636 282.0 1.1 
41.970448 282.0 1.1 
42.02126 282.0 1.1 
42.072072 282.0 1.1 
42.122884 282.0 1.1 
42.173696 282.0 1.1 
42.224508 282.0 1.1 
42.27532 282.0 1.1 
42.326128 282.0 1.1 
42.37694 282.0 1.1 
42.427752 282.0 1.1 
42.478564 282.0 1.1 
42.529376 282.0 1.1 
42.580188 282.0 1.1 
42.631 282.0 1.1 
42.681812 282.0 1.1 
42.732624 282.0 1.1 
42.783436 282.0 1.1 
42.834248 282.0 1.1 
42.88506 282.0 1.1 
42.935872 282.0 1.1 
42.986684 282.0 1.1 
43.037496 282.0 1.1 
43.088308 282.0 1.1 
43.13912 282.0 1.1 
43.189928 282.0 1.1 
43.24074 282.0 1.1 
43.291552 282.0 1.1 
43.342364 282.0 1.1 
43.393176 282.0 1.1 
43.443988 282.0 1.1 
43.4948 282.0 1.1 
43.545612 282.0 1.1 
43.596424 282.0 1.1 
43.647236 282.0 1.1 
43.698048 282.0 1.1 
43.74886 282.0 1.1 
43.799672 282.0 1.1 
43.850484 282.0 1.1 
43.901296 282.0 1.1 
43.952108 282.0 1.1 
44.00292 282.0 1.1 
44.053732 282.0 1.1 
44.10454 282.0 1.1 
44.155352 282.0 1.1 
44.206164 282.0 1.1 
44.256976 282.0 1.1 
44.307788 282.0 1.1 
44.3586 282.0 1.1 
44.409412 282.0 1.1 
44.460224 282.0 1.1 
44.511036 282.0 1.1 
44.561848 282.0 1.1 
44.61266 282.0 1.1 
44.663472 282.0 1.1 
44.714284 282.0 1.1 
44.765096 282.0 1.1 
44.815908 282.0 1.1 
44.86672 282.0 1.1 
44.917532 282.0 1.1 
44.96834 282.0 1.1 
45.019152 282.0 1.1 
45.069964 282.0 1.1 
45.120776 282.0 1.1 
45.171588 282.0 1.1 
45.2224 282.0 1.1 
45.273212 282.0 1.1 
45.324024 282.0 1.1 
45.374836 282.0 1.1 
45.425648 282.0 1.1 
45.47646 282.0 1.1 
45.527272 282.0 1.1 
45.578084 282.0 1.1 
45.628896 282.0 1.1 
45.679708 282.0 1.1 
45.73052 282.0 1.1 
45.781332 282.0 1.1 
45.83214 282.0 1.1 
45.882952 282.0 1.1 
45.933764 282.0 1.1 
45.984576 282.0 1.1 
46.035388 282.0 1.1 
46.0862 282.0 1.1 
46.137012 282.0 1.1 
46.187824 282.0 1.1 
46.238636 282.0 1.1 
46.289448 282.0 1.1 
46.34026 282.0 1.1 
46.391072 282.0 1.1 
46.441884 282.0 1.1 
46.492696 282.0 1.1 
46.543508 282.0 1.1 
46.59432 282.0 1.1 
46.645132 282.0 1.1 
46.69594 282.0 1.1 
46.746752 282.0 1.1 
46.797564 282.0 1.1 
46.848376 282.0 1.1 
46.899188 282.0 1.1 
46.95 282.0 1.1 
47.000812 282.0 1.1 
47.051624 282.0 1.1 
47.102436 282.0 1.1 
47.153248 282.0 1.1 
47.20406 282.0 1.1 
47.254872 282.0 1.1 
47.305684 282.0 1.1 
47.356496 282.0 1.1 
47.407308 282.0 1.1 
47.45812 282.0 1.1 
47.508932 282.0 1.1 
47.55974 282.0 1.1 
47.610552 282.0 1.1 
47.661364 282.0 1.1 
47.712176 282.0 1.1 
47.762988 282.0 1.1 
47.8138 282.0 1.1 
47.864612 282.0 1.1 
47.915424 282.0 1.1 
47.966236 282.0 1.1 
48.017048 282.0 1.1 
48.06786 282.0 1.1 
48.118672 282.0 1.1 
48.169484 282.0 1.1 
48.220296 282.0 1.1 
48.271108 282.0 1.1 
48.32192 282.0 1.1 
48.372732 282.0 1.1 
48.423544 282.0 1.1 
48.474352 282.0 1.1 
48.525164 282.0 1.1 
48.575976 282.0 1.1 
48.626788 282.0 1.1 
48.6776 282.0 1.1 
48.728412 282.0 1.1 
48.779224 282.0 1.1 
48.830036 282.0 1.1 
48.880848 282.0 1.1 
48.93166 282.0 1.1 
48.982472 282.0 1.1 
49.033284 282.0 1.1 
49.084096 282.0 1.1 
49.134908 282.0 1.1 
49.18572 282.0 1.1 
49.236532 282.0 1.1 
49.287344 282.0 1.1 
49.338152 282.0 1.1 
49.388964 282.0 1.1 
49.439776 282.0 1.1 
49.490588 282.0 1.1 
49.5414 282.0 1.1 
49.592212 282.0 1.1 
49.643024 282.0 1.1 
49.693836 282.0 1.1 
49.744648 282.0 1.1 
49.79546 282.0 1.1 
49.846272 282.0 1.1 
49.897084 282.0 1.1 
49.947896 282.0 1.1 
49.998708 282.0 1.1 
50.04952 282.0 1.1 
50.100332 282.0 1.1 
50.151144 282.0 1.1 
50.201952 282.0 1.1 
50.252764 282.0 1.1 
50.303576 282.0 1.1 
50.354388 282.0 1.1 
50.4052 282.0 1.1 
50.456012 282.0 1.1 
50.506824 282.0 1.1 
50.557636 282.0 1.1 
50.608448 282.0 1.1 
50.65926 282.0 1.1 
50.710072 282.0 1.1 
